movie_title,movie_info,critics_consensus,rating,genre,directors,writers,cast,in_theaters_date,on_streaming_date,runtime_in_minutes,studio_name,tomatometer_status,tomatometer_rating,tomatometer_count,audience_rating,audience_count
The Guest,"From the director of YOU'RE NEXT and featuring a standout, badass performance from Dan Stevens (""Downton Abbey""), comes THE GUEST: a tense, action-packed and unpredictable film like everything and nothing you've ever seen before. Empire Magazine called it ""a demented action-horror hybrid of sci-fi conspiracy thriller and gore-fest"", and Vanity Fair said, ""THE GUEST is big, it's bold, it's badass, full of flavor Hollywood wishes it could pour over its vanilla blockbusters."" (c) Picturehouse","Boasting enough intelligence to bolster its darkly violent thrills, The Guest offers another treat for genre fans from director Adam Wingard.",R,Mystery & Suspense,Adam Wingard,Simon Barrett,"Dan Stevens (IV), Leland Orser, Lance Reddick, Sheila Kelley, Maika Monroe, Brendan Meyer, Tabitha Shaun, Chase Williamson, Joel David Moore, Steven John Brown, Brenden Wedner, Alex Knight, Ethan Embry, Nancy Jeris, Matthew Page, Katie Anne Mitchell, Frank Bond, Mike Miller, Jesse Luken, Kelsey Montoya, Justin Ramsey, Tyler Riegleman, Justin Yu, Lonnie Lane, AJ Bowen, Chris Ellis, Candice Patton, Chris Harding",2014-09-17,2015-01-06,97,Picturehouse Films,Certified Fresh,91,114,69,22900
Jin-Roh: The Wolf Brigade,"Hiroyuki Okiura and Mamoru Oshii follow up on their landmark animation feature Ghost in the Shell with this despotic sci-fi flick that fuses fascism, Hitchcock, and Little Red Riding Hood. The film opens with a detailed retelling of an alternate postwar Japanese history. A massive industrialization policy sharply separates the haves from the have nots, resulting in crime, protests, and riots. In an effort to curb the power of armed militia groups, the Tokyo City government sets up an elite group of paramilitaries called the Capitol Police Organization. Instead of peace and harmony, the presence of this new force only encourages the terrorists to unify, and full-scale war erupts in the streets. Cut to a street riot in process, and a young high schooler in a red coat making a bomb hand-off. Later, the Capitol Police catch her and her terrorist comrades in the Tokyo sewers. While her cohorts get gunned down mercilessly, the girl -- after the cop nearest to her fails to pull the trigger -- blows herself up instead. The cop, Kazuki Fuse, survives with a few scratches thanks to his stormtrooper-like armor, but suffers both psychological and professional damage. Aside from the mental and career traumas, he is also made the scapegoat for the incident. Soon afterwards, he meets a young lass named Kei Amemiya who says she is the dead girl's elder sister. As the two make furtive efforts toward a romance, Kazuki finds himself increasingly embroiled in a complex web of lies and deceit between the Capitol Police Organization and the Tokyo Police department.",,R,"Animation, Anime & Manga, Art House & International, Drama, Mystery & Suspense, Science Fiction & Fantasy",Hiroyuki Okiura,Mamoru Oshii,"Yoshikatsu Fujiki, Sumi Mutoh, Hiroyuki Kinoshita, Michael Dobson, Yukio Hirota, Moneca Stori, Doug Abrahams, Yukihiro Yoshida, Colin Murdock, Eri Sendai, Dale Wilson, Kenji Nakagawa, Michael Kopsa, Ron Halder, French Tickner, Maggie Blue O'Hara",1998-06-01,2004-10-26,102,Pioneer,Rotten,55,22,78,9850
Ciao! Manhattan,"Focusing on Andy Warhol's mid-'60s ingenue apprentice, Edie Sedgwick, this film reprises two different vehicles filmed in 1967 and 1970. The film immerses viewers in the life of a girl known as Susan (Sedgwick), who lives at the bottom of a water-less pool in Santa Barbara, bemoaning her fate and prizing her glory days while striding around topless. Warhol fans will be fascinated, but the specter of Sedgwick's overdose just one year later hangs overhead. The film is also known as Edie in Ciao! Manhattan.",,R,"Art House & International, Documentary, Drama, Musical & Performing Arts, Special Interest, Television","John Palmer (II), David Weisman","John Palmer (II), David Weisman","Baby Jane Holzer, Wesley Hayes, Paul America, Andy Warhol, Isabel Jewell, Paul America, Edie Sedgwick, Viva, Roger Vadim, Jean Margouleff, Geoff Briggs, Allen Ginsberg",1972-01-01,2002-12-10,84,Plexifilm,Fresh,64,11,64,1358
L!fe Happens,"From director Kat Coiro comes L!fe Happens, a comedy centered on three young women - Kim (Krysten Ritter), Deena (Kate Bosworth) and Laura (Rachel Bilson) - who all live under the same roof in Los Angeles. When one of Kim's one-night-stands results in an unexpected pregnancy, things take a sudden turn for the trio. With the help of her girlfriends, Kim must cope with single motherhood as she jumps back into the dating scene amid the fear that toting around a tot can be a dating 'buzz-kill.' Also featuring Jason Biggs, Seymour Cassel, Rhys Coiro, Justin Kirk, Kristen Johnston, Andrea Savage, Geoff Stults and Fallon Goodson, L!fe Happens takes a look at single living, friendship and the joys of life's curveballs. -- (C) Official Site",,R,Comedy,Kat Coiro,"Kat Coiro, Krysten Ritter","Krysten Ritter, Kate Bosworth, Rachel Bilson, Justin Kirk, Geoff Stults, Fallon Goodson, Andrea Savage, Kristen Johnston, Rhys Coiro, Jason Biggs, Seymour Cassel, Louis Silvers, Zachary Ross, Connor Ross, Colin Egglesfield, Ivan Shaw, Jenny Mollen, Abby Brammell, Marguerite Moreau, Lauren Conrad, Laura Silverman, Tesla Allgood, Devan Leos, Cody Benjamin Lee, Brody Nicholas Lee, Bruce Robert Cole, Shelby Janes, Jon Heder, Milana Vayntrub, Jevin Rae Udcoff, Jem Walrath, Darrel Davenport, Brandon Quinn, Marghi Coiro, Henry Nilsen Healy, Faye Walrath, Claire Wood, Carlton Diggs",2012-04-13,2012-08-14,101,PMK-BNC,Rotten,26,31,30,1238
On the Ice,"Shot entirely on location in Barrow, Alaska, On The Ice is the engrossing and suspenseful feature film debut by filmmaker Andrew Okpeaha MacLean about two teenage boys who have grown up like brothers go about their lives in the comfortable claustrophobia of an isolated Alaskan town. Early one morning, on a seal hunt with another teenager, an argument between the three boys quickly escalates into a tragic accident. Bonded by their dark secret, the two best friends are forced to create one fabrication after another in order to survive. The shocked boys stumble through guilt-fueled days, avoiding the suspicions of their community as they weave a web of deceit. With their future in the balance, the two boys are forced to explore the limits of friendship and honor. -- (C) Official Site",,R,"Drama, Mystery & Suspense","Andrew Okpeaha MacLean, Andrew MacLean","Andrew Okpeaha MacLean, Andrew MacLean","Josiah Patkotak, Frank Qutuq Irelan, Teddy Kyle Smith, Adamina Kerr, Sierra Jade Sampson, John Miller, Rosabelle Kunnanna Rexford, Allison Warden, Tara Sweeney, Vernon Kanayurak, Jay Rapoza, Billyjens Hopson, Denae Brower, Richard Enlow IV, Tasha Taaqpak Panigeo, Gage Saxton, Jerica Aamodt, Johnnie Kunaq Brower, Olemaun Rexford, Jack Packer, Thomas Ahtuangaruak Jr., Robert Allen Brouilette, Katie Roseberry",2012-02-17,2012-08-07,96,PMK-BNC Films,Fresh,67,15,62,714
The Best and the Brightest,"Set in the world of New York City's elite private kindergartens, The Best and the Brightest centers on a fresh-faced young couple from Delaware, Jeff and Samantha, who have only recently moved into town, and the extreme lengths they must go to in order to get their five-yearold daughter into school. Every private school in the city informs Sam that she's simply too late to apply for a kindergarten spot this fall. But Sam will not be denied. The only way Sue is able to arrange it is by telling the headmistress a critical lie: that Jeff is a renowned poet. Keeping this ridiculous lie aloft is the main action of the movie, as Sam and Jeff are forced to prove their poetic bona fides not only to the school's headmistress but to the entire school board. -- (C) Official Site",,R,Comedy,Josh Shelov,"Josh Shelov, Michael Jaeger","Neil Patrick Harris, Amelia Talbot, Bonnie Somerville, Nina Hodoruk, Michael Elian, Suzanne Savoy, Jennie Grace, Cornelia Guest, Brea Bee, Jenna Stern, Kelly Coffield Park, Jos Laniado, Juliette Dunn, Sadiq Afif, Jordan Johnston, Ralphie May, Tim Johnson, Ellis Walding, Amy Sedaris, Maria Armesto, Peter Serafinowicz, Christopher McDonald, Mets Suber, Kate Mulgrew, John Hodgman, Stephen Park, Jalen Hoang, Amanda Phillipson, Amanda Philipson, Nina Lisandrello, Bridget Regan, Emily Tremaine, Richard Schiffrin, Urs Hirschbiegel",2011-06-24,2011-08-16,93,PMK*BNC,Rotten,26,19,30,1060
Spaceman,"The life of Bill ""Spaceman"" Lee following his retirement from Major League Baseball is depicted. Lee was a lefthanded pitcher for the Boston Red Sox and Montreal Expos during the 1970s and early '80s, known for his eccentric behavior both on and off the field.",,R,Drama,Brett Rapkin,Brett Rapkin,"Josh Duhamel, Ernie Hudson, Sterling K. Brown, Carlos Léal, W. Earl Brown, Winter Ave Zoli, Claude Duhamel, Annakin Slayd, Emma Rose Maloney, Blake Lindsley, Peter Mackenzie, Lauren Marini, Patti Negri, Nicole Gerth, Rob Goodrich, Caroline Aaron, Wade Williams, Stefan Rollins, Wallace Langham, Paolo Mancini, Matthew Arkin, Paul Francis Sullivan, Joshua Morrow, Geoff Whitman, Richard Shelton, Ron Perkins, Jackson Estes, Reid Slavicek, Michael Rapkin, Éric Gagné",2016-08-19,2016-10-18,90,Podium Pictures,Rotten,0,8,40,167
The Motel Life,"Based on the popular novel by Willy Vlautin, THE MOTEL LIFE is a searing and profound examination of brotherhood set in the timeless Sierra Nevadan frontier. Frank (Emile Hirsch) and Jerry Lee Flannigan (Stephen Dorff) work odd jobs, drink hard, and drift from motel to motel. Their only escape is through Frank's fantastic stories and Jerry Lee's rich illustrations. Everything changes when Jerry Lee is involved in a hit-and-run accident, which forces the brothers across the state to the home of Frank's old flame, Annie (Dakota Fanning). While the two seem safe from the law, Jerry Lee's insatiability and all-consuming guilt render their future increasingly uncertain. Like an outlaw country song, this directorial debut from real-life brothers Gabe & Alan Polsky finds beauty and hope in a world of casinos, gun shops, dive bars, and in the simple people who inhabit them. The film features animation by Mike Smith. (c) Official Site",The Motel Life transcends its frustratingly uneven screenplay with some outstanding work from a talented cast.,R,"Drama, Mystery & Suspense","Alan Polsky, Gabe Polsky","Noah Harpster, Micah Fitzerman-Blue","Emile Hirsch, Stephen Dorff, Dakota Fanning, Dayton Callie, Kris Kristofferson, Jenica Bergere, Joshua Leonard, Garrett Backstrom, Andrew Lee, Doc Divecchio, Nancy Youngblut, Noah Harpster, Oren Skoog, Hayes MacArthur, Scott K. MacArthur, Jim Gray",2013-11-08,2014-06-03,85,Polsky Films,Fresh,69,42,43,1160
Red Doors,"The retired patriarch of a New York-based Chinese-American family finds that escaping the insanity of his decidedly dysfunctional clan is more difficult than he anticipated in a thoughtful family drama from writer/director Georgia Lee. There was a time when the Wong's were happy, but time has a strange way of transforming relationships and now all that Ed Wong (Tzi Ma) can see in his family is frustration and rebellion. Though he longs to flee to the calming confines of an upstate Buddhist monastery, Ed is about to find out just how the actions of his three mischievous daughters can throw his outwardly perfect plan for the future into question. As his well-heeled oldest daughter Samantha (Jacqueline Kim) reevaluates her love life and professional career while preparing for an upcoming wedding, middle daughter Julie (Elaine Kao) strives to improve the failing social life that has taken a back seat to her demanding schedule as a medical student, and youngest daughter Katie (Kathy Shao-lin Lee) enters into an increasingly dangerous prank war with longtime neighbor and determined nemesis Simon. Though a look back at the family's old home movies offer Ed a nostalgic glimpse into a happier time when the Wong's were actually able to communicate their feelings to one and other, the dejected father soon discovers that the stories and images from the past may provide new hope for the future as well.","Flawed yet filled with finely detailed characters, Red Doors is a glimpse of the Asian-American experience that suggests great promise for writer-director Georgia Lee.",R,"Comedy, Drama",Georgia Lee,Georgia Lee,"Tzi Ma, Jacqueline Kim, Freda Foh Shen, Elaine Kao, Kathy Shao-Lin Lee, Mia Riverton, Jayce Bartok, Rossif Sutherland, Sebastian Stan, Stephen Rowe, Cindy Cheung, Mao Zhao, Bridget White, Coati Mundi, Tyler Maynard, Charlie Grandy, Kira Kelly, Ax Norman, Lois J. Drabkin, Kelvin Sealey, Susan Jacobs Lockhart, Cary Woodworth, Abel Nihrane, Danielle Lozeau, Conrad Oakey, Steve Shapiro, Stephen Woodworth",2005-04-22,2007-01-30,91,Polychrome Pictures,Rotten,59,22,71,1602
Very Bad Things,"The only thing that Kyle Fisher wants is to marry the woman he loves, Laura Garrety. All Laura wants is the wedding of her dreams. But before Kyle staggers down the aisle with his beautiful, controlling bride, his buddies decide to give their friend one last night of freedom, male bonding and debauchery. Real estate hustler Boyd (Christian Slater); the battling Berkow brothers, Adam and Michael; and introvert mechanic Moore throw a Las Vegas bachelor party for Kyle that is a smashing success, with plenty of booze and drugs - and even a visit from a lithe young stripper. But accidents will happen...",Mean-spirited and empty.,R,Comedy,Peter Berg,Peter Berg,"Cameron Diaz, Jon Favreau, Leland Orser, Christian Slater, Jeremy Piven, Daniel Stern, Jeanne Tripplehorn, Joey Zimmerman, Kobe Tai, Lawrence Pressman, Rob Brownstein, Tyler Cole Malinger, Russell B. McKenzie, Pancho Demings, Blake Gibbons, Angelo DiMascio Jr., Steve Fitchpatrick, Brian Grandison, John Cappon, Linda Klein, Byrne Piven, Bob Bancroft, Trey Davis, Marilyn McIntyre",1998-11-25,1999-04-27,111,PolyGram,Rotten,43,56,58,35234
Posse,"This fast-paced, stylized western views the traditional genre from an unusual African-American perspective, presenting the adventures of a group of escaped black soldiers as they attempt to protect a small, African-American community from the evil acts of a corrupt white sheriff.",,R,"Action & Adventure, Art House & International, Western",Mario Van Peebles,"Sy Richardson, Dario Scardapane","Mario Van Peebles, Richard Jordan, Stephen Baldwin, Charles Lane, Big Daddy Kane, Billy Zane, Tommy ""Tiny"" Lister, Blair Underwood, Melvin Van Peebles, Salli Richardson-Whitfield, Tone Loc, Pam Grier, Vesta Williams, Isaac Hayes, Paul Bartel, Nipsey Russell, Woody Strode, Lawrence Cook, Robert Hooks, Richard Gant, Stephen J. Cannell, Reginald VelJohnson, Reginald Hudlin, Pat Golden, Warrington Hudlin, Richard Edson, Aaron Neville, James Bigwood, Mark Buntzman, Sandra Ellis Lafferty, Christopher Michael, Bob Minor, Steve Reevis, Sy Richardson, Frank Soto, David Jean Thomas, Eugene Brooks",1993-05-14,1998-11-24,109,PolyGram Video,Rotten,29,17,47,6796
Dream Lover,"In this stylish, sleek, but unsatisfactory, thriller, Ray (James Spader), a young, successful, recently divorced architect meets a mysterious, beautiful woman, Lena (Madchen Amick). Ray, successfully pursues the extremely attractive Lena, but before they get too involved she warns him that she is, like many normal people, really screwed up. She also points out that men, blinded by their fantasies about her, are easily deceived into believing they know her. Despite her warnings, the two get married and start a family. After several years pass, however, Lena appears to be discontented and evasive. Ray begins to suspect she is having an affair after he catches her in several rather obvious lies and overhears some disturbing telephone conversations. To discover the truth he goes to Texas to investigate Lena's background and learns that everything she has told him about herself is a lie. He finds her parents and brings them back to California to confront her. Lena confesses that she changed herself to get away from her past, and by the time Ray finally realizes that his ""perfect"" life is crumbling down around him, it is too late to save himself. His ensuing confrontation with Lena reveals that, for quite some time, she has been formulating a devious and carefully thought-out plan to ruin him. Screenwriter Nicholas Kazan, in his directorial debut, moves the story along at a good pace and uses, fluid, flashy camera work, but the implausible story bogs the film down, as does the unconvincing, contrived ending. James Spader gives a fine performance as Ray, making the most of a difficult role. This interesting, nouveau-noir mystery, had great potential, but cannot overcome its poorly conceived plot.",,R,"Drama, Mystery & Suspense",Nicholas Kazan,Nicholas Kazan,"James Spader, Mädchen Amick, Bess Armstrong, Frederic Lehne, Larry Miller, Kathleen York, Blair Tefkin, Scott Coffey, Kate Williamson, Tom Lillard, Clyde Kusatsu, William Shockley, Lucy Butler, Paul Ben-Victor, Carl Sundstrom, Irwin Keyes, Joel McKinnon Miller, Joseph Scorsiani, Archie Lang, Alexander Folk, Michael Chow, Talya Ferro, Sandra Kinder, Peter Zapp, Harriet C. Leider, Armando Pucci, Janel Moloney, Jeanne Bates, Shawne Rowe, Robert David Hall, Gretchen Becker, Harriet Leider, Ava DuPree, Erick Avari, Michael Milhoan, Eleanor Zee, Cassie Cole, Timothy Johnston",1994-01-01,1999-07-26,103,PolyGram Video,Rotten,57,14,39,926
Shallow Grave,"In this black British comedy, set in modern Scotland, three odd people finally find a new roommate and must figure out what to do with him after he turns up dead. Tension runs high between the trio, and the story takes many serpentine turns before its resolution.","This black-humored thriller features characters who are more obnoxious than clever. During the second half, the movie descends into gratuitous violence.",R,"Comedy, Drama, Mystery & Suspense",Danny Boyle,John Hodge,"Kerry Fox, Christopher Eccleston, Ewan McGregor, Keith Allen, Ken Stott, John Hodge, John Bett, Peter Mullan, Kenneth Bryans, Elspeth Cameron, Jean Marie Coffey, Robert David MacDonald, Tony Curran, Bill Denniston, Paul Doonan, Victor Eadie, Grant Glendinning, Colin McRedie, Jenny McCrindle, Victoria Nairn, Leonard O'Malley, Gregor Powrie, David Alan MacDonald, Billy Riddoch, Gary Lewis, Frances Low, Peter Mullen, David Scoular",1995-06-01,1998-12-22,92,PolyGram Video,Fresh,69,48,83,39910
Return to Paradise,"This remake of Force Majeure (aka Uncontrollable Circumstances), a 1989 film with Alan Bates and Kristin Scott Thomas, recalls the prison plight depicted in Midnight Express (1978). Rambling around Asia, getting high and just having a good time, are three young men -- Sheriff (Vince Vaughn), Lewis (Joaquin Phoenix), and Tony (David Conrad). Sheriff and Tony say goodbye to Lewis, a conscientious Greenpeace activist and nature-lover who stays on to rescue endangered Borneo orangutans. Two years later, Tony is an architect about to marry, and Sheriff has a job driving a limo around New York City. When Beth (Anne Heche) steps into Sheriff's limo, she tells him that she's a lawyer working to save Lewis. He learns that Lewis was arrested by Malaysian authorities, tried as a drug dealer, convicted, and sentenced to death. Sheriff's actions of trashing a borrowed bicycle and casually disposing of 100 grams of hash make him responsible for Lewis's predicament, but does he feel guilty enough to get involved? The execution is only eight days away, but it will not happen if Tony and/or Sheriff return to also serve time -- three years each if both come back, but six years if only one returns. Investigating this story is reporter M.J. Major (Jada Pinkett Smith), who views the situation as an important international news story. Tony readily agrees to go back and save Lewis -- but only if Sheriff also returns with him. Sheriff initially declines, prompting the desperate Beth to find ways to convince him to go. Complicating matters, Sheriff and Beth begin to find they are attracted to each other. Eventually, all fly to Malaysia during the final 24 hours before the execution. Director Joseph Ruben filmed in Hong Kong, Macao, and Thailand, with Malaysian prison interiors shot in Philadelphia.",,R,"Drama, Mystery & Suspense",Joseph Ruben,"Wesley Strick, Bruce Robinson","Vince Vaughn, Anne Heche, Joaquin Phoenix, David Conrad, Vera Farmiga, Nick Sandow, Ming Lee, Joel de la Fuente, Jada Pinkett Smith, Richard Chang, James Michael McCauley, Brettanya Friese, Deanna Yusoff",1998-08-14,2000-01-11,112,PolyGram Video,Fresh,71,45,74,8164
Barb Wire,"This quasi-feminist fantasy adventure is based on a popular Dark Horse comic and is set in a civil-war-torn United States. The year is 2017 and a Nazi-like Congressional Directorate has comandeered the government. The evil CD threatens to wipe out entire cities with Red Ribbon, a manufactured virus derived from HIV. They have already successfully tested it on the city of Topeka, and only Steel Harbor remains free. Therein lives Barb Wire (Pamela Lee), a wild-haired black leather and thigh-high boot-wearing, hog-riding spit-fire bounty-hunter who carries antibodies for Red Ribbon in her DNA. Barb frequently captures her fugitives by posing as a stripper. The only time she blows her cover is when someone dares to call her ""babe."" Her usual reply is punctuated by a violent act upon the offender. On her latest mission, Barb has captured a rebel fugitive, Krebs, who possesses special contact lenses that can defeat the retinal scanners the CD uses to prevent people from defecting to Canada. The evil regime wants those lenses before Krebs can pass them to Cora, D a former government physician who plans to use them to save thousands of lives.. Barb ends up with the lenses and must choose between selling them or giving them to Cora. Lee (best known for starring in the long-running syndicated show Baywatch) performed many of her own stunts.","Barb Wire could've been fun camp, but Pamela Anderson can't deliver her lines with any dramatic or comedic impact.",R,"Action & Adventure, Drama, Science Fiction & Fantasy",David Hogan,"Ilene Chaiken, Chuck Pfarrer","Pamela Anderson, Temuera Morrison, Victoria Rowell, Jack Noseworthy, Xander Berkeley, Udo Kier, Steve Railsback, Clint Howard, Andre Rosey Brown, Tony Bill, Marc Collver, Vanessa Lee Asher, Jennifer Banko, Shelly Desai, Ken Forsgren, Neil Hunt, Henry Kingi, Tommy ""Tiny"" Lister, Marshall Manesh, John Paxton, Joey Sagal, Pee Wee Piemonte, Loren Rubin, Michael Russo, Harvey Shield, Patti Tippo, Dominique Vandenberg, Al Wan, Diane Warshay, Nicholas Worth, Nils Allen Stewart, Mark Collver, Amir Aboulela, Adriana Alexander, Ron Balicki, Candace Camille Bender, Alex Bookston, Gil Borgos, Tina Cote, Vinnie Curto, Miles Dougal, David Andriole, Darrell M. Heath, Diana Lee Inosanto, Tiffany Lawrence, Mary Anna Reyes, Jeffrey Dean Rosenthal, Joe Sagal, Diane Shay, Lou Simon, Rene Stahl, Teo, Jack Wright, Salvator Xuereb",1996-05-03,1998-12-08,90,PolyGram Video,Rotten,28,36,14,47277
Candyman: Farewell to the Flesh,"In this blood-soaked horror movie, the horrific corpse of a former slaves rises again to walk the New Orleans streets. Violence ensues.",,R,Horror,Bill Condon,"Rand Ravich, Mark Kruger","Tony Todd, Kelly Rowan, Timothy Carhart, Veronica Cartwright, William O'Leary, Fay Hauser, Joshua Gibran Mayweather, Bill Nunn, Matt Clark, David Gianopoulos, Russell Buchanan, Caroline Barclay, R. Michael Bergeron, Brianna Blanchard, George Lemore, Margaret Howell, Ralph Joseph, Brian Moore, Clotiel Bordeltier, Michael Culkin, Randy Oglesby, Erin Labranche, Carl Leblanc, Maria Alaina Mason, Brian Joseph Moore, Stephen Dunn, Glen Gomez, Steven Hartman, Carl N. Ciafalio, Eric William Pierson, Terrence Rosemore, Carol Sutton, Amy Ryder, Hunt Scarritt, Eric Cadora, Sandy Bird, Patricia Sansone, Steve Picerni, Daniel Dupont, Nate Bynum, Monica L. Monica",1994-06-01,2001-08-28,94,PolyGram Video,Rotten,28,18,30,51567
Jason's Lyric,"Two inner-city youths find love on the hard streets of Houston. Each has personal problems to work through, and is wary of emotional attachments. Jason is haunted by the memory of his father's death and feels responsible for his brother's violent behavior. Lyric is strong and passionate, but doesn't want to to give her love to another just to see it snuffed out by the violence around her. Together they learn to let go of fear and guilt and dream of a better life.","Jason's Lyric is a sexually charged film whose violent streak weakens or, depending on your perspective, supports the melodrama.",R,"Drama, Romance",Doug McHenry,"Bobby Smith, Jr.","Allen Payne, Bokeem Woodbine, Jada Pinkett Smith, Forest Whitaker, Suzzanne Douglas, Anthony 'Treach' Criss, Lisa Nicole Carson, Eddie Griffin, Adam su Kidron, Lahmard J. Tate, Clarence Whitemore, Asheamu Earl Randle, Rushion McDonald, Bebe Drake, Kenneth Randle, Wayne Dehart, Sean Hutchinson, Burleigh Moore, Olivia Gatewood, Ronald Lee, Ambrosio Guerra, Michon Benson, Erma DeMart, Curtis Von Burrell, Jaye Delai Robinson, Suzanne Mari, Dwain Woodfork, Avery Dale Goodman, Sandy Denton, The Mad Hatter, Bill Travis, Big Black",1994-09-28,2000-01-18,119,PolyGram Video,Fresh,61,23,91,9136
Kalifornia,"With writer Brian Kessler's (David Duchovny) contractual deadline for a book on serial killing fast approaching, he and girlfriend Carrie Laughlin (Michelle Forbes) decide to embark on a cross-country tour of famous murder sites for inspiration. When the couple advertises for fellow travelers to help absorb expenses, the only response comes from greasy trailer park denizen Early Grayce (Brad Pitt) and his girlfriend Adele Corners (Juliette Lewis). Only too late do Brian and Carrie realize just how close to serial murderers they're about to get.",,R,"Action & Adventure, Drama, Mystery & Suspense",Dominic Sena,"Tim Metcalfe, Stephen Levy","Brad Pitt, Juliette Lewis, David Duchovny, Michelle Forbes, Sierra Pecheur, Mars Callahan, Judson Vaughn, David Rose, Pat Golden, David Milford, Marisa Raper, Carol Lewis, Catherine Larson, Bill Crabbe, Brett Rice, Sarah Sullivan, Patricia Sill, Lois Hall, Loanne Bishop, Ron Kuhlman, J. Michael McDougal, Tommy Chappelle, John Zarchen, Mary Ann Hagen, Rus Blackwell, John Dullaghan, Eric Stenson, Mary Ann Hagan, Patricia Hunte, Jerry White, Meredith Brasher",1993-09-03,1997-10-28,125,PolyGram Video,Rotten,58,31,64,46853
Moonlight and Valentino,"Three women gather 'round to support a newly widowed friend and ultimately find themselves compelled to look at their own identities as they try to cope with their innermost conflicts, fears, fantasies, and feelings in this psychological character study that is both funny and touching. The story is based upon a partially autobiographical play by Ellen Simon (the daughter of legendary playwright Neil Simon). When pretty young wife and college professor Rebecca Lott learns that her adored husband has been run-down by a car and killed during his morning jog, she at first refuses to acknowledge the fact that he is gone. Even when talking to her best friend Sylvie, she refuses to acknowledge that she is a widow. Rebecca then attempts to reassemble her life and carry on with her profession. Sylvie and family members Alberta, her strong-willed, ultra pragmatic ex-stepmother Alberta, and her troubled sister Lucy, who is still a virgin, rally around to help Rebecca cope. As they do, their own fears gradually begin to surface. Sylvie is terrified that her husband will leave her, while Lucy has never recovered from the death of her mother and is angry at Alberta for being so overbearing. Lucy also dislikes her body and is afraid of getting involved with men. Time passes and the friends give Rebecca an interesting birthday present, a virile house painter. His seductive presence causes even more self-discovery on the part of the four women.",,R,"Comedy, Drama",David Anspaugh,Ellen Simon,"Elizabeth Perkins, Whoopi Goldberg, Gwyneth Paltrow, Kathleen Turner, Jon Bon Jovi, Jeremy Sisto, Josef Sommer, Shadia Simmons, Erica Luttrell, Matthew Koller, Peter Coyote, Scott Wickware, Kelli Fox, Harrison Liu, Wayne Lam, Ken Wong, Carlton Watson, Jack Jessop, Trim, Alan Clifton, Judah Katz, David Trim, Julian Richings",1995-09-29,2001-02-06,104,PolyGram Video,Rotten,15,13,52,5365
Kisses and Caroms,"The comedy Kisses and Caroms stars Nikki Stanzione as Jen, a woman who wants to patch things up with her ex-boyfriend Zack (Drew Wicks. Her complicated plan involves getting Zack's sexy officemate Tara to engage in a threesome with them. Zack is intrigued by the possibility, but nobody quite expects the emotional fallout that results from their behavior.",,R,Comedy,Vince Rocca,"Michael Hutchinson, Vince Rocca","Nicole Rayburn, Nicola Rayburn, Drew Wicks, Nikki Stanzione, Ryan Parks, Ginger Lynn Allen, Keith Alexander, Kay Nine, Bart Shattuck, Patty Souza, Robert Vincenti",2006-01-01,2006-08-22,81,Poverty Works,Rotten,40,5,22,987
Telstar (Telstar: The Joe Meek Story),"Adapted from Nick Moran and James Hicks' critically-lauded stage play, Telstar tells the remarkable tale of eccentric, London-based songwriter/producer Joe Meek (Con O'Neill), whose innovative recording techniques ushered in a bold new era of rock 'n' roll in the late 1950s. Tone deaf and musically illiterate, Meek nevertheless had a lifelong obsession with music and a knack for producing. Though Meek's tireless work ethic ensured a tumultuous relationship with his band, his ramshackle, apartment recording studio provided just enough space to record, and experiment with such cutting-edge techniques as sampling and distortion. Meanwhile, his landlady Mrs. Shenton does her best to put up with the racket, and his main backer Major Wilfred Banks (Kevin Spacey) provides the cash to produce such hits as ""Be-Bop-A-Lula"", "" Johnny Remember Me"", and, of course, ""Telstar"".",Nick Moran's excellent portrait of an often forgotten pop legend is as eccentric and chaotic as its subject.,R,"Art House & International, Comedy, Drama, Musical & Performing Arts",Nick Moran,"Nick Moran, James Hicks","Con O'Neill, Kevin Spacey, Pam Ferris, J.J. Feild, James Corden, Tom Burke, Ralf Little, Sid Mitchell, Mathew Baynton, Shaun Evans, J.J. Field, Callum Dixon, Tom Harper, Jon Lee, Nigel Harman, Jimmy Carr, Carl Barat, Justin Hawkins, Clem Cattini, Jess Conrad, Chas Hodges, David Hayler, John Leyton, Joan Hodges, John Hayter, Craig Vye, Jim Field Smith, Marcus Brigstocke, Stephanie Dickens, Gary Whelan, Matthew Krug, Liam Smith, Jake Arnott, Jon Ivay, Anthony Milner, Rita Tushingham, Gareth Corke, Mike Sarne, Alicia Davies",2009-05-30,2012-03-19,117,PreviewNetworks,Fresh,81,27,69,556
